state,location,plz,lat,lon
Thüringen,Großengottern,99991,51.1479612,10.5624748
Niedersachsen,Barnstorf,49406,52.73502,8.5028976
Thüringen,Werther,99735,51.4794899,10.7384746
Schleswig Holstein,Hasloh,25474,53.6916237,9.9197236
Baden Württemberg,Neuenstadt am Kocher,74196,49.2361584,9.3293362
Nordrhein Westfalen,Münster,48153,51.9213353,7.6309783
Bayern,Bad Abbach,93077,48.9381757,12.0440495
Hessen,Usingen,61250,50.32864,8.5254198
Baden Württemberg,Hüfingen,78183,47.9269484,8.4892187
Baden Württemberg,Waiblingen,71332,48.826377,9.3008194
Bayern,Hösbach,63768,50.0014411,9.2123861
Niedersachsen,Halle,37620,51.990267,9.5611341
Sachsen,Lommatzsch,1623,51.1830046,13.2474716
Schleswig Holstein,Sprakebüll,24980,54.774857,9.0770564
Bayern,Manching,85077,48.7171356,11.4940685
Mecklenburg Vorpommern,Sellin,18586,54.3771001,13.6941664
Baden Württemberg,Ludwigsburg,71640,48.8994172,9.1976515
Schleswig Holstein,Seedorf,23823,54.0732283,10.3644164
Baden Württemberg,Vörstetten,79279,48.0645765,7.8493979
Berlin,Berlin,12357,52.423088,13.4838121
Baden Württemberg,Bammental,69245,49.3574669,8.7787048
Brandenburg,Blankenfelde Mahlow,15831,52.3479238,13.4119554
Hessen,Schwalmstadt,34613,50.9257352,9.2020472
Berlin,Berlin,13051,52.5840309,13.4954408
Bayern,Veitshöchheim,97209,49.8294358,9.8820664
Hessen,Ranstadt,63691,50.36683,8.992065432702923
Baden Württemberg,Waiblingen,71334,48.8425793,9.3305129
Sachsen,Waldenburg,8396,50.8743975,12.6003812
Rheinland Pfalz,Urbar,56182,50.381698,7.6248479
Mecklenburg Vorpommern,Siggelkow,19376,53.3833038,11.9333086
Rheinland Pfalz,Meckenheim,67149,49.4046211,8.2397927
Nordrhein Westfalen,Köln,50767,50.9990509,6.8696949
Baden Württemberg,Ladenburg,68526,49.4718989,8.6101969
Brandenburg,Hohen Neuendorf,16540,52.6685384,13.2817754
Niedersachsen,Barßel,26676,53.1699986,7.7434171
Hessen,Hammersbach,63546,50.2373555,8.9965553
Rheinland Pfalz,Longuich,54340,49.8069349,6.7728954
Saarland,Spiesen Elversberg,66583,49.3145046,7.1369778
Rheinland Pfalz,Mudersbach,57555,50.8222244,7.9415783
Sachsen,Brandis,4821,51.3346604,12.6089036
Baden Württemberg,Offenburg,77652,48.5141746,7.9548606
Hessen,Korbach,34497,51.2733892,8.8716987
Mecklenburg Vorpommern,Rostock,18146,54.1045191,12.1681184
Nordrhein Westfalen,Mönchengladbach,41189,51.132651,6.4118033
Sachsen,Syrau,8548,50.541307,12.0814817
Niedersachsen,Duingen,31089,51.9863865,9.7268507
Rheinland Pfalz,Kordel,54306,49.8382105,6.6339893
Hamburg,Hamburg,22147,53.6017431,10.1285355
Bayern,Schwandorf,92421,49.3261854,12.1092708
Nordrhein Westfalen,Enger,32130,52.114169,8.5408805
Bayern,Augsburg,86161,48.3582494,10.9093966
Thüringen,Krauthausen,99819,51.0157933,10.2665518
Hamburg,Hamburg,20249,53.5868145,9.9928957
Niedersachsen,Beverstedt,27616,53.4398059,8.7338673
Schleswig Holstein,Trittau,22946,53.6248114,10.3999362
Bayern,Augsburg,86157,48.3554083,10.8608032
Baden Württemberg,Schwaigern,74193,49.1414205,9.0571085
Berlin,Berlin,10997,52.4982937,13.4469544
Bayern,Übersee,83236,47.8195907,12.4802068
Sachsen,Beilrode,4886,51.568808,13.069735
Bayern,Herrieden,91567,49.2360696,10.4979141
Sachsen,Kohren Sahlis,4655,51.0187872,12.6045788
Sachsen Anhalt,Magdeburg,39116,52.1005967,11.5792
Brandenburg,Schipkau,1994,51.5190759,13.899745
Baden Württemberg,Konstanz,78465,47.7154578,9.1718856
Niedersachsen,Rastede,26180,53.2449435,8.1920552
Nordrhein Westfalen,Bottrop,46242,51.509463,6.9359429
Nordrhein Westfalen,Tecklenburg,49545,52.2201536,7.8018591
Nordrhein Westfalen,Lippstadt,59556,51.6533444,8.2151234
Sachsen Anhalt,Vockerode,6785,51.845177,12.3498845
Sachsen Anhalt,Gräfenhainichen,6773,51.7309112,12.4588675
Bayern,Seefeld,82229,48.0361425,11.2188853
Niedersachsen,Marschacht,21436,53.4159674,10.3719514
Nordrhein Westfalen,Ahlen,59227,51.790293,7.9636655
Berlin,Berlin,13595,52.5234891,13.2019628
Bayern,Roth,91154,49.2169193,11.1459008
Hessen,Bad Homburg vor der Höhe,61352,50.2267699,8.6169093
Bayern,Wasserburg Bodensee,88142,47.57546315,9.633586478277875
Sachsen,Dahlen,4774,51.3660978,12.9984348
Sachsen Anhalt,Genthin,39307,52.3994772,12.1767392
Bayern,Höhenkirchen Siegertsbrunn,85635,48.0158802,11.7129692
Nordrhein Westfalen,Herscheid,58849,51.1795935,7.7443634
Bayern,Dorfen,84405,48.2746357,12.1530097
Niedersachsen,Lilienthal,28865,53.1458546,8.9099148
Hessen,Spangenberg,34286,51.1167072,9.6667154
Nordrhein Westfalen,Schmallenberg,57392,51.1525937,8.2836014
Baden Württemberg,Weil im Schönbuch,71093,48.621209,9.0609731
Bayern,Pöcking,82343,47.9676657,11.3025657
Bayern,Kaufering,86916,48.0895012,10.8516284
Bayern,Kößlarn,94149,48.3716882,13.1222053
Hessen,Neuberg,63543,50.2028604,8.9775694
Baden Württemberg,Ettlingen,76275,48.9567573,8.3780628
Hessen,Hirzenhain,63697,50.3915692,9.1353263
Bayern,Friedberg,86316,48.3619123,10.9943169
Nordrhein Westfalen,Hille,32479,52.3374155,8.8052892
Saarland,Perl,66706,49.4735915,6.3874514
Nordrhein Westfalen,Köln,50931,50.9281247,6.9279254
Niedersachsen,Hannover,30169,52.364647,9.7469297
Bayern,Buchloe,86807,48.0361382,10.7241879
Bayern,Pegnitz,91257,49.766894,11.603114
Baden Württemberg,Süßen,73079,48.6791548,9.7620444
Niedersachsen,Estorf,31629,52.5989099,9.1828976
Hessen,Florstadt,61197,50.3122627,8.9179761
Bayern,München,80687,48.1405929,11.5128242
Nordrhein Westfalen,Bergneustadt,51702,51.0207425,7.6490729
Hessen,Limburg an der Lahn,65552,50.3876305,8.0636197
Rheinland Pfalz,Neustadt Wied,53577,50.6215841,7.4260689
Thüringen,Gera,7547,50.8772301,12.0796208
Sachsen,Elstertrebnitz,4523,51.1535588,12.2427728
Niedersachsen,Ritterhude,27721,53.2029516,8.7276372
Brandenburg,Gartz Oder,16307,53.208577,14.3914352
Nordrhein Westfalen,Bönen,59199,51.5974115,7.7546906
Bayern,Günzach,87634,47.8217941,10.4369715
Baden Württemberg,Gomaringen,72810,48.4535917,9.0985587
Bayern,Herrsching am Ammersee,82211,48.00434766054348,11.164562647391303
Niedersachsen,Melle,49326,52.200762,8.338667
Niedersachsen,Winsen Luhe,21423,53.3543196,10.2171563
Nordrhein Westfalen,Steinheim,32839,51.8668899,9.0994655
Niedersachsen,Bad Münder am Deister,31848,52.2584015,9.4520879
Thüringen,Hummelshain,7768,50.7672981,11.6296439
Nordrhein Westfalen,Münster,48147,51.9869874,7.6326874
Bayern,Waakirchen,83666,47.7900584,11.6862307
Baden Württemberg,Freiburg im Breisgau,79100,47.9960901,7.8494005
Niedersachsen,Dielmissen,37633,51.9702417,9.6063003
Baden Württemberg,Meßstetten,72469,48.180597,8.961909
Mecklenburg Vorpommern,Ferdinandshof,17379,53.687815,13.8999038
Nordrhein Westfalen,Solingen,42657,51.152124,7.0630755
Nordrhein Westfalen,Duisburg,47199,51.434999,6.759562
Niedersachsen,Moormerland,26802,53.3266937,7.5257585
Thüringen,Masserberg,98666,50.5196546,10.9693714
Bayern,Mömbris,63776,50.0512298,9.1209659
Bayern,Cham,93413,49.2178194,12.6663832
Rheinland Pfalz,Offenbach an der Queich,76877,49.1959934,8.1928331
Hamburg,Hamburg,20354,53.5496437,9.98653
Baden Württemberg,Maselheim,88437,48.1355236,9.8846843
Nordrhein Westfalen,Münster,48149,51.9735637,7.590812
Brandenburg,Belzig,14806,52.1405622,12.5865873
Schleswig Holstein,Wahlstedt,23812,53.9563943,10.2223114
Thüringen,Ronneburg,7580,50.8630523,12.1809073
Baden Württemberg,Berghülen,89180,48.4641333,9.761112
Rheinland Pfalz,Raubach,56316,50.5749204,7.6250318
Rheinland Pfalz,Ingelbach,57612,50.6821528,7.7083101
Bayern,Türkenfeld,82299,48.1096349,11.0858096
Hessen,Groß Rohrheim,68649,49.7172193,8.4730404
Nordrhein Westfalen,Raesfeld,46348,51.7693754,6.8382379
Nordrhein Westfalen,Velbert,42553,51.3146605,7.0981052
Bayern,Bayrischzell,83735,47.6751037,12.0117332
Bayern,Spiegelau,94518,48.9134872,13.353879
Rheinland Pfalz,Simmern/Hunsrück,55469,49.9834956,7.5260197
Schleswig Holstein,Hohenwestedt,24594,54.0869872,9.6536998
Nordrhein Westfalen,Köln,50679,50.938361,6.959974
Baden Württemberg,Untereisesheim,74257,49.2100552,9.2036999
Niedersachsen,Delmenhorst,27751,53.0397962,8.6521578
Nordrhein Westfalen,Monschau,52156,50.5458552,6.2474851
Hessen,Frankfurt am Main,63027,,
Nordrhein Westfalen,Köln,50997,50.938361,6.959974
Schleswig Holstein,Lägerdorf,25566,53.8837642,9.5768742
Hessen,Diemelstadt,34474,51.4813132,8.992125
Baden Württemberg,Stutensee,76297,49.0658827,8.4623408
Niedersachsen,Meppen,49716,52.7019263,7.3064183
Baden Württemberg,Haigerloch,72401,48.3686895,8.7918389
Niedersachsen,Sehnde,31319,52.2944346,9.9080298
Baden Württemberg,Hambrücken,76707,49.1861055,8.5449438
Baden Württemberg,Waibstadt,74915,49.2978578,8.9205606
Nordrhein Westfalen,Hagen,58093,51.3582945,7.473296
Bayern,Oberstaufen,87534,47.5543372,10.0212041
Bayern,Schwarzenfeld,92521,49.3930575,12.1387637
Nordrhein Westfalen,Düsseldorf,40590,51.240726,6.8058085
Bayern,Hausen bei Würzburg,97262,49.9270599,10.0264921
Baden Württemberg,Lauf,77886,48.6485831,8.1292199
Bayern,Großwallstadt,63868,49.8797193,9.155644
Berlin,Berlin,10409,52.5456967,13.4343353
Schleswig Holstein,Lübeck,23564,53.8630186,10.6976844
Niedersachsen,Bad Bevensen,29549,53.0780999,10.5715906
Brandenburg,Herzberg/Elster,4916,51.6924078,13.2358585
Sachsen,Oberwiesenthal,9484,50.4355522,12.948936691898684
Bayern,Oberschleißheim,85764,48.2634068,11.5572541
Bayern,Oberhaching,82041,48.0261846,11.5962489
Bremen,Bremen,28309,53.0636746,8.8898454
Sachsen,Wermsdorf,4779,51.2800216,12.9389605
Nordrhein Westfalen,Essen,45259,51.4582235,7.0158171
Schleswig Holstein,Heikendorf,24226,54.376421,10.2218006
Nordrhein Westfalen,Odenthal,51519,51.0561119,7.1333896
Baden Württemberg,Ehrenkirchen,79238,47.9094053,7.7562414
Bayern,München,80999,48.1895941,11.4666997
Schleswig Holstein,Stuvenborn,24641,53.8512241,10.1253193
Nordrhein Westfalen,Herne,44628,51.5380394,7.219985
Nordrhein Westfalen,Laer,48366,52.0576405,7.355882
Niedersachsen,Steinkirchen,21720,53.5719717,9.6057872
Nordrhein Westfalen,Moers,47443,51.4626476,6.6428391
Bayern,Durach,87471,47.698184,10.3437443
Baden Württemberg,Kronau,76709,49.2119772,8.6295957
Bayern,Waltenhofen,87448,47.6943206,10.3166432
Baden Württemberg,Dürbheim,78589,48.0560506,8.7919782
Hessen,Feldatal,36325,50.6391564,9.1811688
Bayern,Marktschellenberg,83487,47.6706825,13.0309084
Niedersachsen,Hermannsburg,29320,52.8281608,10.1047089
Baden Württemberg,Bempflingen,72658,48.5715318,9.2688941
Bayern,Muhr am See,91735,49.1547344,10.7158823
Baden Württemberg,Linkenheim Hochstetten,76351,49.1175667,8.413409
Nordrhein Westfalen,Netphen,57250,50.9125904,8.1026183
Rheinland Pfalz,Hahnstätten,65623,50.3048012,8.0689303
Bayern,Nürnberg,90431,49.4580453,11.0281587
Bayern,Fürth,90768,49.5205294,10.9622179
Mecklenburg Vorpommern,Teterow,17166,53.7709505,12.5753569
Sachsen,Radeburg,1471,51.2139822,13.7265005
Baden Württemberg,Eisenbach Hochschwarzwald,79871,47.96952725714286,8.281123511904761
Bayern,Scheßlitz,96110,49.975894,11.0313806
Mecklenburg Vorpommern,Datzetal,17099,53.64457125,13.463274519347587
Schleswig Holstein,Hemmingstedt,25770,54.1706868,9.0908392
Niedersachsen,Polle,37647,51.8995278,9.4056679
Rheinland Pfalz,Dernbach,76857,49.2476194,8.0056785
Niedersachsen,Wilhelmshaven,26386,53.5606721,8.1089151
Bayern,Schweinfurt,97421,50.043711,10.2296461
Baden Württemberg,Bad Saulgau,88348,48.0158071,9.5010309
Nordrhein Westfalen,Augustdorf,32832,51.9048722,8.7160232
Nordrhein Westfalen,Jüchen,41363,51.1431011,6.5600515
Bayern,München,81679,48.1489063,11.6007512
Baden Württemberg,Schwieberdingen,71701,48.8614922,9.0591285
Sachsen,Wittichenau,2997,51.3850743,14.2435979
Nordrhein Westfalen,Olfen,59399,51.6782952,7.4067935
Niedersachsen,Norden,26506,53.6129011,7.1640439
Baden Württemberg,Weissach,71287,48.8467574,8.9273862
Hessen,Darmstadt,64287,49.8851869,8.6736295
Nordrhein Westfalen,Erwitte,59597,51.6209384,8.2285438
Hessen,Wetzlar,35578,50.5525346,8.5074406
Niedersachsen,Seelze,30926,52.3784582,9.6216512
Baden Württemberg,Walldürn,74731,49.5833,9.36667
Schleswig Holstein,Laboe,24235,54.4022528,10.2256616
Berlin,Berlin,12687,52.5554253,13.5738955
Sachsen,Grünhainichen,9579,50.7676913,13.1535581
Baden Württemberg,Pforzheim,75180,48.872379,8.6672925
Sachsen,Borsdorf,4451,51.3472715,12.540308
Hessen,Neckarsteinach,69239,49.4021057,8.8481051
Bayern,München,80339,48.1346969,11.5463546
Niedersachsen,Gronau Leine,31028,52.0834226,9.7821978
Berlin,Berlin,12437,52.4695979,13.491685
Hessen,Pfungstadt,64319,49.7943,8.5877
Mecklenburg Vorpommern,Dömitz,19303,53.134577,11.2702932
Bayern,München,80686,48.1351118,11.5080136
Berlin,Berlin,13585,52.5419158,13.2054421
Bayern,Augsburg,86169,48.3991725,10.9141104
Rheinland Pfalz,Newel,54309,49.814366,6.5796265
Niedersachsen,Papenburg,26871,53.1025015,7.3652653
Baden Württemberg,Wolfschlugen,72649,48.652539,9.2886441
Nordrhein Westfalen,Langerwehe,52379,50.801983,6.3681233
Thüringen,Teichwolframsdorf,7989,50.7255998,12.236815283281045
Bayern,Bad Aibling,83043,47.8817725,12.0235511
Hessen,Wiesbaden,55246,50.0820384,8.2416556
Hamburg,Hamburg,20357,53.5636875,9.9605547
Mecklenburg Vorpommern,Heringsdorf,17429,53.9543267,14.1673508
Nordrhein Westfalen,Dinslaken,46535,51.5623618,6.7345106
Hessen,Fürth,64658,49.6649091,8.793793
Sachsen,Doberschau Gaußig,2692,51.1351252,14.3149424
Hessen,Bad König,64732,49.7435067,9.0262376
Niedersachsen,Hannover,30449,52.366438,9.7142132
Sachsen,Deutschneudorf,9548,50.6049366,13.4614048
Bayern,Schöllkrippen,63825,50.0845481,9.2462316
Niedersachsen,Upgant Schott,26529,53.516,7.27572
Rheinland Pfalz,Heidesheim am Rhein,55262,49.9946841,8.1135012
Nordrhein Westfalen,Dörentrup,32694,52.0408142,9.0033681
Baden Württemberg,Immendingen,78194,47.9391577,8.734422
Bayern,Frauenneuharting,83553,48.0391343,12.0480543
Baden Württemberg,Weinsberg,74189,49.1503044,9.2865471
Hessen,Grebenhain,36355,50.4892291,9.3390549
Thüringen,Weimar,99428,50.9412011,11.2773954
Sachsen,Zöblitz,9517,50.658016,13.2313076
Hessen,Offenbach am Main,63069,50.0887928,8.7491169
Schleswig Holstein,Heiligenhafen,23774,54.3712613,10.9731004
Schleswig Holstein,Harrislee,24955,54.8047109,9.3915374
Nordrhein Westfalen,Menden Sauerland,58710,51.4353047,7.7919706
Nordrhein Westfalen,Duisburg,45056,51.434999,6.759562
Niedersachsen,Bremervörde,27432,53.518078,9.2055412
Hessen,Erbach,64711,49.6110063,9.0510385
Hessen,Münster,64839,49.92953,8.85111
Baden Württemberg,Friedrichshafen,88046,47.6500279,9.4800858
Bayern,Naila,95119,50.3671481,11.6900113
Brandenburg,Blankenfelde Mahlow,15827,52.3479238,13.4119554
Hessen,Nidda,63667,50.4267,9.0286
Nordrhein Westfalen,Krefeld,47802,51.3729866,6.5928466
Mecklenburg Vorpommern,Koserow,17459,54.0510368,13.9990573
Hessen,Heuchelheim,35452,50.5825291,8.6305978
Hamburg,Hamburg,22149,53.5906067,10.1795913
Bayern,Aresing,86561,48.5320846,11.2970513
Baden Württemberg,Bad Wildbad,75323,48.7502439,8.550301
Bayern,Putzbrunn,85640,48.0770773,11.7184216
Niedersachsen,Hornburg,38315,52.0338593,10.6054746
Schleswig Holstein,Ratekau,23626,53.9497312,10.78979295
Brandenburg,Frankfurt Oder,15236,52.3276204,14.5203235
Brandenburg,Elsterwerda,4910,51.4617032,13.5207619
Rheinland Pfalz,Sprendlingen,55576,49.8598924,7.9862476
Baden Württemberg,Enzklösterle,75337,48.6687987,8.473117
Thüringen,Zella Mehlis,98544,50.6574735,10.6727728
Nordrhein Westfalen,Troisdorf,53842,50.8580371,7.1965508
Hessen,Zwingenberg,64673,49.7247617,8.612855
Hessen,Lorsch,64653,49.6546967,8.5682813
Bayern,Hollenbach,86568,48.488178,11.0710008
Rheinland Pfalz,Miehlen,56357,50.2251998,7.8313545
Bayern,Gemünden am Main,97737,50.0557181,9.6910162
Nordrhein Westfalen,Swisttal,53913,50.6852538,6.9808662
Bayern,Tittling,94104,48.7278412,13.3806245
Niedersachsen,Stadland,26936,53.4174791,8.3878358
Bayern,Icking,82057,47.9584931,11.4353225
Nordrhein Westfalen,Rheurdt,47509,51.4674515,6.4690598
Brandenburg,Luckau,15926,51.8524163,13.7150055
Baden Württemberg,Wertheim,97877,49.7620241,9.5118445
Thüringen,Weimar,99425,50.9662522,11.3286002
Nordrhein Westfalen,Düren,52353,50.8280789,6.4163653
Niedersachsen,Lamstedt,21769,53.6355295,9.0962302
Nordrhein Westfalen,Schloß Holte Stukenbrock,33758,51.9155697,8.6634254
Baden Württemberg,Stuttgart,70379,-18.4729482,-70.2963119
Baden Württemberg,Angelbachtal,74918,49.2305993,8.7762282
Baden Württemberg,Heidelberg,69124,49.3795785,8.6697777
Bayern,Moosthenning,84164,48.6865264,12.5668684
Nordrhein Westfalen,Weeze,47652,51.6267298,6.2011559
Saarland,Saarbrücken,66121,49.2372928,7.0360655
Baden Württemberg,Freiburg im Breisgau,79110,47.9960901,7.8494005
Sachsen,Plauen,8547,50.4950632,12.1346523
Rheinland Pfalz,Oppenheim,55276,49.8550776,8.3574983
Nordrhein Westfalen,Wuppertal,42111,51.264018,7.1780374
Hessen,Herborn,35745,50.6832181,8.3031361
Bayern,Kissing,86438,48.2974101,10.9892169
Sachsen,Steinberg,8237,47.7060542,10.2955559
Nordrhein Westfalen,Attendorn,57439,51.1236649,7.9251941
Bayern,Stein,90547,49.3935382,10.9541776
Berlin,Berlin,12249,52.4276394,13.364547
Bayern,Rimsting,83253,47.8782669,12.3378785
Baden Württemberg,Blaubeuren,89143,48.4322157,9.7737969
Bremen,Bremen,28779,53.1815066,8.57624
Baden Württemberg,Oberdischingen,89610,48.3020529,9.8296119
Sachsen Anhalt,Havelberg,39539,52.8470965,12.0588268
Niedersachsen,Cuxhaven,27474,53.8516216,8.6866363
Berlin,Berlin,12045,52.4860779,13.4387751
Rheinland Pfalz,Wachenheim an der Weinstraße,67157,49.4410363,8.1815115
Bayern,Roding,93426,49.1887934,12.5224323
Nordrhein Westfalen,Ruppichteroth,53809,50.8399185,7.4164682
Nordrhein Westfalen,Rommerskirchen,41569,51.0358411,6.6960445
Schleswig Holstein,Niebüll,25899,54.7896073,8.8338591
Nordrhein Westfalen,Bedburg Hau,47551,51.7637431,6.2572288
Baden Württemberg,Schopfloch,72296,48.4582236,8.5504691
Baden Württemberg,Wüstenrot,71543,49.1271216,9.4979041
Rheinland Pfalz,Bellheim,76756,49.1964663,8.2844922
Baden Württemberg,Rottweil,78628,48.165531,8.6251283
Schleswig Holstein,Neuenkirchen,25792,54.23649,8.9877874
Nordrhein Westfalen,Ense,59469,51.5035623,7.9583646
Baden Württemberg,Karlsdorf Neuthard,76689,49.1293208,8.5213043
Thüringen,Wahns,98634,50.6387043,10.295800771666356
Niedersachsen,Lemförde,49448,52.4649815,8.3761632
Rheinland Pfalz,Weißenthurm,56575,50.417368,7.4422529
Nordrhein Westfalen,Bonn,53113,50.7227677,7.1117041
Rheinland Pfalz,Grünstadt,67269,49.5607972,8.165492
Niedersachsen,Nörten Hardenberg,37176,51.6301845,9.9366014
Baden Württemberg,Karlsruhe,76229,49.0264559,8.4719097
Nordrhein Westfalen,Rüthen,59602,51.5038643,8.412977
Hamburg,Hamburg,20253,53.579506,9.9657338
Baden Württemberg,Pfullendorf,88630,47.9245987,9.2533029
Baden Württemberg,Villingen Schwenningen,78056,48.0632359,8.4945022
Baden Württemberg,Gerabronn,74582,49.2498124,9.9229743
Baden Württemberg,Eggenstein Leopoldshafen,76344,49.0736157,8.3814733
Berlin,Berlin,13627,52.5389026,13.3220667
Niedersachsen,Ostercappeln,49179,52.3447853,8.2268006
Rheinland Pfalz,Königsfeld,53426,50.4986886,7.1768998
Bayern,Bad Kötzting,93444,49.169841,12.8782503
Nordrhein Westfalen,Stemwede,32351,52.3881257,8.4013015
Schleswig Holstein,Lütjensee,22952,53.6414175,10.3681435
Rheinland Pfalz,Rückeroth,56244,50.5589947,7.7435142
Baden Württemberg,Wildberg,72218,48.6357691,8.6981773
Nordrhein Westfalen,Essen,45149,51.4582235,7.0158171
Bayern,Bayreuth,95448,49.9427202,11.5763079
Baden Württemberg,Niedernhall,74676,49.2946494,9.6165589
Baden Württemberg,Oberkirch,77704,48.5432477,8.0184467
Baden Württemberg,Leingarten,74221,,
Sachsen Anhalt,Sülzetal,39171,51.9999049,11.5575084
Niedersachsen,Hambühren,29313,52.6267039,9.9663285
Thüringen,Triptis,7819,50.7353974,11.8633794
Nordrhein Westfalen,Nörvenich,52388,50.7958589,6.5378918
Niedersachsen,Bodenwerder,37619,51.9772108,9.5476149
Baden Württemberg,Eberbach,69412,49.4175517,9.0035683
Hessen,Kassel,34131,51.31281,9.4466374
Bayern,Aidenbach,94501,48.5677985,13.0879564
Sachsen Anhalt,Bad Schmiedeberg,6905,51.6883775,12.7409236
Baden Württemberg,Baden Baden,76532,48.7844604,8.21626
Thüringen,Vacha,36404,50.8267801,10.0205696
Saarland,Sankt Wendel,66606,49.4669906,7.1696192
Baden Württemberg,Karlsruhe,76227,49.017565,8.4788798
Hessen,Alsfeld,36304,50.7625212,9.2683019
Hessen,Großenlüder,36137,50.574679,9.5674025
Hamburg,Hamburg,22719,50.2314634,6.2872272
Niedersachsen,Löningen,49624,52.7328964,7.7617357
Rheinland Pfalz,Bad Marienberg Westerwald,56470,50.65007605,7.948216997173178
Nordrhein Westfalen,Wenden,57482,50.9829452,7.8463243
Berlin,Berlin,12109,52.440006,13.3991761
Niedersachsen,Bad Nenndorf,31542,52.3351495,9.3976549
Bayern,Sonthofen,87527,47.5125149,10.2457692
Schleswig Holstein,Schönwalde am Bungsberg,23744,54.1871153,10.7527417
Bayern,Forstern,85659,48.1747376,11.9600721
Niedersachsen,Deutsch Evern,21407,53.2016862,10.4205618
Baden Württemberg,Waldachtal,72178,48.4871621,8.585848208006647
Baden Württemberg,Dußlingen,72144,48.4515213,9.0578168
Baden Württemberg,Stuttgart,70439,48.8382511,9.1409219
Bayern,Puchheim,82178,48.1835677,11.3711473
Baden Württemberg,Schelklingen,89601,48.3718575,9.7353112
Sachsen Anhalt,Weißandt Gölzau,6369,51.6727376,12.0784629
Hamburg,Hamburg,22763,53.5512521,9.9252207
Baden Württemberg,Villingen Schwenningen,78048,48.0632359,8.4945022
Sachsen,Bad Muskau,2953,51.5470046,14.7215146
Baden Württemberg,Walzbachtal,75045,49.0265744,8.5754467
Niedersachsen,Braunschweig,38108,52.294991,10.5453719
Rheinland Pfalz,Worms,67550,49.6302618,8.3620898
Rheinland Pfalz,Gau Odernheim,55239,49.783271,8.194753
Niedersachsen,Edewecht,26188,53.1283992,7.9855044
Niedersachsen,Hammah,21714,53.6115238,9.3678651
Rheinland Pfalz,Sonnenberg Winnenberg,55767,49.6810601,7.2743382
Baden Württemberg,Dormettingen,72358,48.2385691,8.773398
Nordrhein Westfalen,Burbach,57299,50.743984,8.085531
Rheinland Pfalz,Scheibenhardt,76779,48.9820168,8.1381589
Mecklenburg Vorpommern,Gützkow,17506,53.9378689,13.4100305
Nordrhein Westfalen,Lichtenau,33165,51.6170358,8.8953885
Bayern,Fürstenfeldbruck,82256,48.1943314,11.2593254
Niedersachsen,Bergen,29303,52.8073947,9.9654829
Bayern,Sengenthal,92369,49.2365624,11.4385054
Nordrhein Westfalen,Mönchengladbach,41169,51.1946983,6.4353641
Bayern,Jettingen Scheppach,89343,48.3954927,10.4409763
Bayern,Scheinfeld,91443,49.6653406,10.462567
Bayern,Großhabersdorf,90613,49.3807422,10.8101907
Berlin,Berlin,12099,52.4553997,13.4097096
Hamburg,Hamburg,22525,53.5978588,9.920113
Berlin,Berlin,13439,52.5970387,13.3647122
Rheinland Pfalz,Kruft,56642,50.3873905,7.3388191
Niedersachsen,Dörpen,26892,52.9245316,7.3037588
Sachsen,Beiersdorf,2736,51.1806339,12.9596136
Baden Württemberg,Pforzheim,75179,48.9019135,8.660126
Niedersachsen,Langenhagen,30855,52.4385493,9.7052833
Nordrhein Westfalen,Extertal,32699,52.0520108,9.17347
Baden Württemberg,Bad Ditzenbach,73342,48.5874699,9.703232
Mecklenburg Vorpommern,Thelkow,18195,54.037322,12.5594373
Hessen,Weimar Lahn,35096,50.7542308,8.7111101
Bayern,Mengkofen,84152,48.7252029,12.4704846
Thüringen,Uder,37318,51.33434215,10.061569840263292
Bayern,Kulmbach,95326,50.1178551,11.452484
Bayern,Gersthofen,86368,48.4140542,10.867389
Baden Württemberg,Friolzheim,71292,48.8360874,8.8350659
Hessen,Wölfersheim,61200,50.4019069,8.8151385
Bayern,Kempten Allgäu,87435,47.7267063,10.3168835
Rheinland Pfalz,Contwig,66497,49.2481055,7.4293094
Bayern,Wörthsee,82237,48.0633689,11.198599
Nordrhein Westfalen,Steinfurt,48565,52.1441254,7.3260407
Niedersachsen,Otterndorf,21762,53.8078584,8.9008917
Baden Württemberg,Schriesheim,69198,49.4751723,8.6835986
Berlin,Berlin,14109,52.4299544,13.1607902
Bayern,Feldkirchen,94351,48.8229258,12.5322412
Baden Württemberg,Weilheim,79809,47.6582006,8.2413047
Berlin,Berlin,13465,52.6329465,13.2880037
Mecklenburg Vorpommern,Eggesin,17367,53.6809257,14.080098
Bayern,Bamberg,96050,49.8901598,10.9044133
Bayern,Tegernsee,83684,47.7018244,11.761444
Niedersachsen,Eschede,29348,52.7309664,10.2270854
Bayern,Adelsdorf,91325,49.7097619,10.8908195
Nordrhein Westfalen,Vettweiß,52391,50.7390509,6.5975269
Rheinland Pfalz,Orbis,67294,49.6944615,7.9944015
Bayern,Langweid am Lech,86462,48.4904021,10.8576485
Baden Württemberg,Aalen,73430,48.8406526,10.0956108
Hessen,Kriftel,65830,50.0850496,8.4787417
Niedersachsen,Harsum,31177,52.1859955,10.0059447
Brandenburg,Großräschen,1983,51.5883265,14.0123136
Baden Württemberg,Altenriet,72657,48.5911665,9.2216687
Hamburg,Hamburg,22453,53.6221231,9.9614167
Hessen,Eppertshausen,64859,49.9490921,8.8473667
Baden Württemberg,Maulburg,79689,47.6415301,7.7795147
