state,location,plz,lat,lon
Berlin,Berlin,10247,52.5145065,13.4681121
Sachsen,Wolkenstein,9429,49.7570993,11.242019
Nordrhein Westfalen,Düsseldorf,40468,51.2676162,6.7885025
Bayern,Dießen am Ammersee,86911,47.9477942,11.1049697
Bayern,Vilshofen an der Donau,94474,48.633762,13.1868461
Baden Württemberg,Ulm,89077,48.3974003,9.9934336
Baden Württemberg,Marxzell,76359,48.8618255,8.4486959
Niedersachsen,Cremlingen,38162,52.2741904,10.6294768
Bayern,Augsburg,86159,48.3484185,10.900433
Hessen,Maintal,63477,50.1365138,8.8455303
Hessen,Hanau,63457,50.1061677,8.9546987
Berlin,Berlin,12157,52.4696862,13.3415679
Bayern,Plattling,94447,48.7772562,12.8750665
Baden Württemberg,Weil der Stadt,71263,48.7501041,8.8707147
Brandenburg,Teltow,14513,52.3892581,13.298411
Bayern,Gmund am Tegernsee,83703,47.7398763,11.7375355
Sachsen,Zeithain,1619,51.3323702,13.3382965
Nordrhein Westfalen,Kempen,47906,51.3679607,6.4248242
Baden Württemberg,Tübingen,72072,48.5132313,9.0653754
Bayern,Langfurth,91731,49.0990227,10.4532124
Baden Württemberg,Erlenbach,74235,49.1702206,9.2692171
Bayern,Ottobrunn,85521,48.0646531,11.6646275
Berlin,Berlin,10961,52.4892891,13.3920461
Nordrhein Westfalen,Bielefeld,33609,52.0389552,8.5543295
Saarland,Neunkirchen,66538,49.3493025,7.173994
Mecklenburg Vorpommern,Dorf Mecklenburg,23972,53.8430855,11.4709541
Baden Württemberg,Albbruck,79774,47.6135178,8.1122006
Bayern,Ingolstadt,85049,48.7612518,11.4265523
Bayern,Hohenkammer,85411,48.4239501,11.5231239
Hamburg,Hamburg,20459,53.5457196,9.9839688
Bayern,Langensendelbach,91094,49.6408889,11.0705889
Baden Württemberg,Esslingen am Neckar,73730,48.7246919,9.3597605
Nordrhein Westfalen,Dortmund,44267,51.5142273,7.4652789
Schleswig Holstein,Neumünster,24537,54.0694749,9.9450101
Bayern,Dachau,85221,48.284206,11.4047803
Niedersachsen,Bad Lauterberg im Harz,37431,51.6246606,10.4682728
Mecklenburg Vorpommern,Hanshagen,17509,54.045951,13.5420435
Nordrhein Westfalen,Herne,44652,51.5251008,7.1645231
Bayern,Nürnberg,90453,49.453872,11.077298
Thüringen,Suhl,98528,50.6086518,10.6926437
Bayern,Neustadt an der Donau,93333,48.8065177,11.7681452
Sachsen,Hartenstein,8118,50.6618358,12.6712469
Sachsen,Oßling,1920,51.3606986,14.1653238
Nordrhein Westfalen,Kierspe,58566,51.1278531,7.6006513
Sachsen,Erlbach Kirchberg,9385,50.7628315,12.7374407
Bayern,Unterschleißheim,85716,48.278729,11.5756076
Nordrhein Westfalen,Krefeld,47809,51.3290448,6.6120817
Bayern,München,81737,48.1016747,11.6202813
Hessen,Fulda,36043,50.5388769,9.6955405
Bayern,Reichertshausen,85293,48.4618805,11.506575
Sachsen,Zwickau,8064,49.5916993,6.1350757
Hessen,Neuhof,36119,50.5046828,9.566714
Nordrhein Westfalen,Wesseling,50389,50.8247166,6.9810852
Bayern,München,81829,48.1343714,11.6636113
Mecklenburg Vorpommern,Rostock,18119,54.1789888,12.1159776
Hessen,Friedberg Hessen,61169,50.3352682,8.7539306
Niedersachsen,Schneverdingen,29640,53.103722,9.8187754
Brandenburg,Altlandsberg,15345,52.5498635,13.6873503
Thüringen,Erfurt,99099,50.9507676,11.1043525
Baden Württemberg,Engen,78234,47.8532383,8.7704457
Nordrhein Westfalen,Solingen,42655,51.1721629,7.0845893
Nordrhein Westfalen,Lünen,44534,51.6206686,7.536596
Mecklenburg Vorpommern,Peenemünde,17449,54.136264,13.7742364
Mecklenburg Vorpommern,Wittenförden,19073,53.6302047,11.328495
Brandenburg,Zossen,15806,52.2159073,13.4488958
Schleswig Holstein,Kiel,24105,54.3340554,10.1330235
Nordrhein Westfalen,Bielefeld,33689,51.9258155,8.5978802
Hamburg,Hamburg,22459,53.6292302,9.9292286
Bayern,München,81477,48.0920813,11.5064631
Bayern,Nürnberg,90469,49.4005691,11.1196467
Bayern,Ingolstadt,85057,48.7687708,11.4081919
Sachsen Anhalt,Calbe Saale,39240,51.9138204,11.7863773
Hessen,Wiesbaden,65187,50.0624531,8.2309593
Bayern,Tuchenbach,90587,49.523811,10.8616854
Rheinland Pfalz,Trier,54296,49.7596208,6.6441878
Niedersachsen,Hannover,30419,52.3991334,9.6708147
Niedersachsen,Emlichheim,49824,52.611968,6.8527435
Bayern,Mering,86415,48.2635494,10.9880321
Hamburg,Hamburg,22587,53.5600658,9.8114532
Baden Württemberg,Münsingen,72525,48.4087162,9.4933477
Sachsen,Thalheim/Erzgebirge,9380,50.7024268,12.8514034
Niedersachsen,Celle,29223,52.624056,10.081052
Nordrhein Westfalen,Leverkusen,51377,51.0324743,6.9881194
Sachsen,Thermalbad Wiesenbad,9488,50.6194141,13.0465688
Nordrhein Westfalen,Lübbecke,32312,52.3027209,8.6183054
Baden Württemberg,Esslingen am Neckar,73734,48.7427584,9.3071685
Nordrhein Westfalen,Neunkirchen Seelscheid,53819,50.8664563,7.3389068
Bremen,Bremen,28279,53.0413969,8.8498259
Nordrhein Westfalen,Lohmar,53797,50.8699387,7.2573973
Nordrhein Westfalen,Gladbeck,45964,51.5718665,6.9877343
Bayern,Waldershof,95679,49.9829487,12.0663612
Baden Württemberg,Neckargerach,69437,49.4032845,9.0755393
Berlin,Berlin,14163,52.4386758,13.2332662
Baden Württemberg,Ingersheim,74379,48.9624523,9.178766
Bayern,München,81475,48.0949005,11.4814612
Hamburg,Hamburg,21129,53.5355793,9.8784051
Berlin,Berlin,12247,52.4431937,13.3351064
Rheinland Pfalz,Betzdorf,57518,50.7912778,7.8694569
Nordrhein Westfalen,Erftstadt,50374,50.8027168,6.8031625
Nordrhein Westfalen,Duisburg,47059,51.434999,6.759562
Brandenburg,Perleberg,19348,53.0667315,11.8716471
Berlin,Berlin,10587,52.5175834,13.321765
Bayern,Landsberg am Lech,86899,48.0514973,10.8737728
Thüringen,Creuzburg,99831,51.0547592,10.2451435
Nordrhein Westfalen,Reken,48734,51.8311002,7.0441764
Niedersachsen,Bramsche,49565,52.3859457,8.0479463
Bayern,Glattbach,63864,50.0069514,9.1505742
Sachsen,Bad Elster,8645,50.2811665,12.236949
Nordrhein Westfalen,Euskirchen,53879,50.6574829,6.7718431
Bayern,Ingolstadt,85055,48.7630165,11.4250395
Bayern,Weitramsdorf,96479,50.255237,10.8794106
Berlin,Berlin,10829,52.4853641,13.3626047
Brandenburg,Hohenbucko,4936,51.7639582,13.4700684
Brandenburg,Forst Lausitz,3149,51.7438586,14.6455395
Nordrhein Westfalen,Düsseldorf,40474,51.2496466,6.7645585
Mecklenburg Vorpommern,Elmenhorst/Lichtenhagen,18107,54.1509015,11.999807266302769
Thüringen,Meiningen,98617,50.57342505,10.428371137607764
Nordrhein Westfalen,Köln,51065,50.938361,6.959974
Hessen,Darmstadt,64297,49.8851869,8.6736295
Bayern,Freising,85354,48.440254,11.7232458
Sachsen Anhalt,Mühlbeck,6774,51.6391291,12.3803369
Hessen,Egelsbach,63329,49.9668352,8.6659289
Nordrhein Westfalen,Gronau Westfalen,48599,52.20287553529107,7.034648273557631
Nordrhein Westfalen,Köln,50674,50.9297783,6.9350214
Nordrhein Westfalen,Köln,50999,50.938361,6.959974
Hessen,Neu Anspach,61267,50.3002197,8.5057771
Schleswig Holstein,Brunsbüttel,25541,53.8939361,9.1311663
Brandenburg,Frankfurt Oder,15232,52.328441,14.5394407
Nordrhein Westfalen,Herford,32051,52.1214874,8.6568843
Thüringen,Heilbad Heiligenstadt,37308,51.3756186,10.138224
Schleswig Holstein,Mildstedt,25866,54.4626553,9.0944229
Sachsen,Oederan,9569,50.8614612,13.1694372
Nordrhein Westfalen,Oberhausen,46149,51.5313321,6.8409099
Schleswig Holstein,Kiel,24111,54.3031066,10.0506207
Baden Württemberg,Stuttgart,70188,48.7819849,9.2160931
Schleswig Holstein,Sörup,24966,54.7478758,9.6618915
Brandenburg,Rheinsberg,16831,53.0930138,12.9002273
Baden Württemberg,Uhldingen Mühlhofen,88690,47.73642045,9.25265651687124
Mecklenburg Vorpommern,Rappin,18528,54.5082156,13.3839914
Schleswig Holstein,Bad Schwartau,23611,53.9218531,10.7098562
Hessen,Erzhausen,64390,49.9524332,8.6389953
Rheinland Pfalz,Molzhain,57520,50.7495055,7.853651
Nordrhein Westfalen,Nachrodt Wiblingwerde,58679,,
Baden Württemberg,Bad Schönborn,76669,49.219658,8.647321
Brandenburg,Falkenberg/Elster,4895,51.5854858,13.2435457
Niedersachsen,Worpswede,27726,53.2210941,8.9207296
Nordrhein Westfalen,Hückeswagen,42499,51.1236229,7.2907981
Baden Württemberg,Aulendorf,88326,47.9528162,9.6409331
Niedersachsen,Eschershausen,37632,51.9290271,9.6443203
Niedersachsen,Langenhagen,30853,52.4387465,9.7474678
Nordrhein Westfalen,Coesfeld,48653,51.896416,7.1912867
Nordrhein Westfalen,Düsseldorf,40547,51.2455715,6.7238685
Rheinland Pfalz,Mainz,55116,49.9972154,8.2700369
Mecklenburg Vorpommern,Rostock,18109,54.147528,12.0783304
Niedersachsen,Sulingen,27232,52.6813631,8.7966102
Nordrhein Westfalen,Baesweiler,52499,50.9074568,6.1826282
Niedersachsen,Westerstede,26655,53.2558838,7.9274241
Rheinland Pfalz,Hachenburg,57627,50.6608612,7.8238405
Baden Württemberg,Stuttgart,70597,48.7495131,9.1705401
Hamburg,Hamburg,21079,53.45603955,9.98994510450972
Hamburg,Hamburg,22455,53.6409477,9.9485335
Bremen,Bremen,28355,53.0839155,8.9097227
Niedersachsen,Hannover,30559,52.3634154,9.857139
Saarland,Saarbrücken,66130,49.2091431,7.0266515
Niedersachsen,Neu Wulmstorf,21629,53.4385921,9.8500081
Baden Württemberg,Graben Neudorf,76676,49.1702318,8.4938274
Berlin,Berlin,10965,52.4849052,13.3826392
Baden Württemberg,Winnenden,71364,48.8792228,9.393124
Thüringen,Bad Salzungen,36433,50.811996,10.2532483
Hessen,Bebra,36179,50.9835038,9.8388054
Mecklenburg Vorpommern,Kletzin,17111,53.9207755,13.1499293
Nordrhein Westfalen,Straelen,47638,51.4439341,6.2694388
Baden Württemberg,Neuhausen,75242,48.8201647,8.7397552
Thüringen,Zedlitz,7557,50.814507,12.0330641
Niedersachsen,Osnabrück,49086,52.2784816,8.1144375
Bayern,Bayreuth,95447,49.9427202,11.5763079
Sachsen,Lunzenau,9328,50.968023,12.7216131
Schleswig Holstein,Kiel,24143,54.3146513,10.1488868
Niedersachsen,Bad Sachsa,37441,51.5750044,10.5813686
Berlin,Berlin,13158,52.5859421,13.3596216
Rheinland Pfalz,Irrel,54666,49.8466899,6.4561702
Thüringen,Hörselberg Hainich,99820,51.0238395,10.5148616
Nordrhein Westfalen,Köln,50969,50.938361,6.959974
Bayern,Möhrendorf,91096,49.6346899,10.9936736
Hessen,Hessisch Lichtenau,37235,51.1927404,9.7517183
Bayern,Rosenheim,83026,47.8539273,12.127262
Baden Württemberg,Birkenfeld,75217,48.8791253,8.645949
Baden Württemberg,Niederstotzingen,89168,48.5408791,10.2332512
Baden Württemberg,Stuttgart,70182,48.7762571,9.1868701
Baden Württemberg,Karlsruhe,76133,49.0145444,8.3927695
Rheinland Pfalz,Simmern,56337,50.389471,7.6734439
Bayern,München,81547,48.095113,11.579295
Nordrhein Westfalen,Meckenheim,53340,50.6203327,7.023477
Rheinland Pfalz,Landau in der Pfalz,76829,49.1906966,8.1185028
Mecklenburg Vorpommern,Rollwitz,17309,53.4447094,14.0185614
Hessen,Mühlheim am Main,63165,50.1080582,8.8467138
Mecklenburg Vorpommern,Grambow,17322,53.4153366,14.3362319
Rheinland Pfalz,Ludwigshafen am Rhein,67065,49.4704113,8.4381568
Thüringen,Jena,7747,-34.9609457,-71.2159838
Berlin,Berlin,12683,52.5113461,13.5637942
Sachsen,Neukieritzsch,4575,51.1502147,12.4090412
Hessen,Fulda,36037,50.5626858,9.6949649
Baden Württemberg,Horgenzell,88263,47.8048397,9.49781
Nordrhein Westfalen,Witten,58454,51.466005,7.350459
Niedersachsen,Isenbüttel,38550,52.4543173,10.6111642
Niedersachsen,Jork,21635,53.533217,9.6792424
Mecklenburg Vorpommern,Diekhof,18299,53.8605136,12.3666473
Sachsen,Ottendorf Okrilla,1458,51.182698,13.8361238
Nordrhein Westfalen,Siegen,57080,50.8749804,8.0227233
Hamburg,Hamburg,22211,50.2314634,6.2872272
Nordrhein Westfalen,Nümbrecht,51588,50.931014,7.5259145
Baden Württemberg,Schwäbisch Gmünd,73527,48.808738,9.8548366
Schleswig Holstein,Elmshorn,25336,53.7465781,9.6522554
Berlin,Berlin,14197,52.4725667,13.3059332
Bayern,Hof,95030,50.3475189,11.9015755
Brandenburg,Wittenberge,19322,53.0094488,11.7585289
Nordrhein Westfalen,Bonn,53127,50.6907027,7.0944696
Nordrhein Westfalen,Schalksmühle,58579,51.2559341,7.5836428
Hessen,Hadamar,65589,50.4582336,8.0951851
Baden Württemberg,Sankt Georgen im Schwarzwald,78112,48.128609950195965,8.335716010491408
Sachsen,Fraureuth,8427,50.7012182,12.3511292
Niedersachsen,Hambergen,27729,53.3053435,8.8488507
Baden Württemberg,Staufen im Breisgau,79219,47.883211,7.7329262
Hessen,Glashütten,61479,50.2006519,8.3802185
Nordrhein Westfalen,Velbert,42555,51.3515767,7.1210834
Baden Württemberg,Wehr,79664,47.6286078,7.9046417
Nordrhein Westfalen,Remscheid,42897,51.1912936,7.2565133
Sachsen,Großschirma,9603,50.9664763,13.2784375
Sachsen Anhalt,Gommern,39291,52.0739555,11.8307231
Sachsen,Gornau/Erzgebirge,9405,50.7602495,13.0283232
Nordrhein Westfalen,Duisburg,47139,51.434999,6.759562
Nordrhein Westfalen,Essen,45138,51.4458123,7.0242988
Hessen,Aarbergen,65326,50.2656801,8.0540648
Niedersachsen,Georgsmarienhütte,49124,52.2059719,8.0654905
Baden Württemberg,Pfalzgrafenweiler,72285,48.5259787,8.5648793
Sachsen,Leutersdorf,2794,50.9541558,14.650553
Nordrhein Westfalen,Bottrop,46238,51.5234313,6.9404582
Rheinland Pfalz,Zweibrücken,66482,49.248655,7.3641981
Sachsen,Breitenbrunn/Erzgebirge,8359,50.4751624,12.762556938260296
Nordrhein Westfalen,Dortmund,44125,30.1055491,-95.3797768
Nordrhein Westfalen,Wuppertal,42103,51.256933,7.1423743
Hamburg,Hamburg,22045,53.5843078,10.1416642
Schleswig Holstein,Lübeck,23554,53.8869162,10.6848673
Bayern,Schweitenkirchen,85301,48.5039411,11.6048142
Rheinland Pfalz,Mainz,55120,50.0205964,8.252919
Bayern,Jetzendorf,85305,48.433891,11.4201627
Brandenburg,Neuruppin,16827,52.9243859,12.8092919
Nordrhein Westfalen,Gladbeck,45958,,
Rheinland Pfalz,Gau Algesheim,55435,49.9580426,8.0130518
Baden Württemberg,Renningen,71272,48.7683001,8.941825
Baden Württemberg,Stuttgart,70193,48.7765976,9.1515754
Baden Württemberg,Königsbach Stein,75203,48.9667977,8.6248341
Bayern,München,81925,48.162317,11.6289511
Niedersachsen,Salzgitter,38226,52.1723111,10.3372682
Bayern,Deggendorf,94469,48.8333535,12.96205
Rheinland Pfalz,Pirmasens,66955,49.1996961,7.6087847
Niedersachsen,Emden,26725,53.366927,7.2087208
Schleswig Holstein,Bargteheide,22941,53.7364065,10.2500791
Rheinland Pfalz,Mainz,55128,49.9924583,8.2347967
Nordrhein Westfalen,Düsseldorf,40559,51.240726,6.8058085
Bayern,Regensburg,93055,49.0389904,12.1568894
Bayern,Schwabmünchen,86830,48.2167033,10.6869839
Hessen,Bad Soden Salmünster,63628,50.2805548,9.3713736
Schleswig Holstein,Ahrensburg,22926,53.6738338,10.2103841
Nordrhein Westfalen,Hiddenhausen,32120,52.1423424,8.6628242
Nordrhein Westfalen,Moers,47447,51.424453,6.6510864
Nordrhein Westfalen,Bad Oeynhausen,32545,52.2049433,8.7971103
Niedersachsen,Hameln,31785,52.1043373,9.363038
Nordrhein Westfalen,Ennepetal,58256,51.2967192,7.3693335
Hessen,Runkel,65594,50.4177069,8.0986215
Baden Württemberg,Ulm,89081,48.3974003,9.9934336
Baden Württemberg,Bad Herrenalb,76332,48.8020347,8.4396925
Nordrhein Westfalen,Minden,32423,52.289405,8.9327931
Rheinland Pfalz,Mainz,55130,50.0012314,8.2762513
Rheinland Pfalz,Alsheim,67577,49.7656495,8.341793
Baden Württemberg,Aichelberg,73101,48.6354038,9.5678246
Bayern,München,81375,48.116206,11.5013666
Nordrhein Westfalen,Bochum,44867,51.4737573,7.1401714
Sachsen Anhalt,Raguhn,6779,51.708566950000005,12.29782471426285
Baden Württemberg,Plochingen,73207,48.7133839,9.4121646
Bayern,Altenstadt,86972,47.823657,10.8734632
Baden Württemberg,Weilheim,79761,47.6582006,8.2413047
Niedersachsen,Bad Essen,49152,52.319092,8.3464043
Hessen,Steinau an der Straße,36396,50.3556,9.4227
Baden Württemberg,Lahr/Schwarzwald,77933,48.338896,7.8710825
Niedersachsen,Verden Aller,27283,52.922341,9.228153
Baden Württemberg,Ketsch,68775,49.367538,8.5237178
Bayern,Kirchheim bei München,85551,48.1528135,11.7479708
Nordrhein Westfalen,Köln,50672,50.9450893,6.929028
Niedersachsen,Butjadingen,26969,53.5970406,8.3558069
Niedersachsen,Wolfenbüttel,38304,52.1539867,10.5111414
Thüringen,Langenwetzendorf,7957,50.6803176,12.10921
Hamburg,Hamburg,22419,53.6736621,9.994119
Nordrhein Westfalen,Köln,51149,50.9005464,7.0190219
Hessen,Kassel,34119,51.3149945,9.4564632
Sachsen,Geithain,4643,51.0651044,12.679050893791745
Niedersachsen,Wolfenbüttel,38203,54.0356535,9.0776694
Nordrhein Westfalen,Duisburg,47119,51.4564079,6.7355342
Baden Württemberg,Brackenheim,74336,49.0782,9.0660714
Hessen,Espenau,34314,51.3913412,9.4582002
Brandenburg,Potsdam,14467,52.3999427,13.05862
Niedersachsen,Oldenburg Oldenburg,26122,53.1389753,8.2146017
Bayern,Prien am Chiemsee,83209,47.8720918,12.4263079
Bayern,München,80539,48.1513407,11.5813069
Bayern,Taufkirchen Vils,84416,48.3441996,12.1311312
Baden Württemberg,Hockenheim,68766,49.3147132,8.5518173
Hessen,Fulda,36039,50.5748122,9.6589466
Bayern,Postau,84103,48.648269,12.3266523
Baden Württemberg,Stuttgart,70191,48.7904867,9.1718634
Schleswig Holstein,Oldenburg in Holstein,23758,54.2954011,10.914451
Hessen,Seligenstadt,63500,50.0439387,8.9754191
Berlin,Berlin,13587,52.5697832,13.2072664
Schleswig Holstein,Kiel,24149,54.3227085,10.135555
Brandenburg,Glienicke/Nordbahn,16548,52.63227,13.3307308
Sachsen,Lengenfeld,8485,48.0569007,9.0284928
Sachsen,Sehmatal,9465,50.49789135,12.98363283975543
Nordrhein Westfalen,Bocholt,46395,51.8382715,6.6148669
Bayern,Ampfing,84539,48.2550234,12.4190555
Thüringen,Rudolstadt,7407,50.7206063,11.3401985
Bayern,Kirchseeon,85614,48.0714595,11.8875342
Mecklenburg Vorpommern,Hagenow,19230,53.4439768,11.2130258
Nordrhein Westfalen,Hemer,58675,51.3794251,7.7981671
Baden Württemberg,Herrenberg,71083,48.5947545,8.8664731
Hamburg,Hamburg,22297,53.6091378,10.0223932
Sachsen,Wilsdruff,1723,51.0524125,13.5362765
Niedersachsen,Goslar,38642,51.8989895,10.4918929
Nordrhein Westfalen,Bonn,53125,50.6954771,7.057085
Rheinland Pfalz,Trippstadt,67705,49.3565392,7.7713465
Thüringen,Crossen an der Elster,7613,50.9772092,11.9863951
Nordrhein Westfalen,Köln,51143,50.938361,6.959974
Berlin,Berlin,13189,52.553383,13.4208764
Schleswig Holstein,Moorrege,25436,53.6677784,9.6597769
Nordrhein Westfalen,Gelsenkirchen,45897,51.5110321,7.0960124
Rheinland Pfalz,Ingelheim am Rhein,55218,49.9752749,8.0547274
Bayern,München,81927,48.1478387,11.6405699
Baden Württemberg,Stuttgart,70192,48.7908275,9.1603925
Schleswig Holstein,Oeversee,24988,54.6997109,9.4324065
Nordrhein Westfalen,Balve,58802,51.3326498,7.8670563
Nordrhein Westfalen,Höxter,37671,51.7738494,9.3761196
Rheinland Pfalz,Herxheim bei Landau/Pfalz,76863,,
Baden Württemberg,Biberach an der Riß,88400,48.0984413,9.7899938
Nordrhein Westfalen,Münster,48151,51.9550707,7.6210284
Hamburg,Hamburg,20149,53.5767637,9.9890294
Baden Württemberg,Lörrach,79540,47.6120896,7.6607218
Mecklenburg Vorpommern,Crivitz,19089,53.5781613,11.6470654
Nordrhein Westfalen,Leverkusen,51373,51.0324743,6.9881194
Sachsen Anhalt,Annaburg,6925,47.7657149,15.3151632
Nordrhein Westfalen,Ratingen,40882,51.2973261,6.8493503
Bayern,Postbauer Heng,92353,49.3088533,11.3583542
Rheinland Pfalz,Dierdorf,56269,50.5478886,7.6564407
Bremen,Bremen,28211,53.0835245,8.8595577
Berlin,Berlin,10825,52.4793471,13.3433037
Hessen,Oestrich Winkel,65375,50.0410674,8.029704
Bayern,Waidhofen,86579,48.5570297,11.337416
Hessen,Frankfurt am Main,60327,50.1084138,8.6550489
Bayern,Stockstadt am Main,63811,49.9777515,9.0505001
Baden Württemberg,Lauffen am Neckar,74348,49.0748477,9.1522409
Sachsen,Krauschwitz,2957,51.5200517,14.7081947
Bayern,Neutraubling,93073,48.9879681,12.1937046
Rheinland Pfalz,Baumholder,55774,49.6167,7.33333
Berlin,Berlin,10627,52.5112753,13.3043557
Berlin,Berlin,12277,52.4046843,13.3822918
Rheinland Pfalz,Bullay,56859,50.0552113,7.1327573
Sachsen Anhalt,Lindtorf,39596,52.6833,11.9167
Schleswig Holstein,Malente,23714,54.1707841,10.5593123
Hamburg,Hamburg,22547,53.5933492,9.8812992
Nordrhein Westfalen,Kirchlengern,32278,52.1983452,8.6440034
Rheinland Pfalz,Grafschaft,53501,50.5638108,7.1126944
Sachsen,Mylau,8499,50.61694425,12.269499618905312
Brandenburg,Lauchhammer,1979,51.5109295,13.7296138
Mecklenburg Vorpommern,Boltenhagen,23946,53.9864246,11.205923
Baden Württemberg,Freiburg im Breisgau,79117,47.9960901,7.8494005
Rheinland Pfalz,Lahnstein,56112,50.3123622,7.6136943
Brandenburg,Gransee,16775,53.0072783,13.1588685
Brandenburg,Groß Kreutz Havel,14550,52.4105491,12.7272865
Nordrhein Westfalen,Dinslaken,46353,51.5623618,6.7345106
Sachsen Anhalt,Barleben,39179,52.1970579,11.5981103
Schleswig Holstein,Glückstadt,25348,53.7840037,9.4366301
Bayern,München,80805,48.1832918,11.60838
Bayern,München,80779,,
Nordrhein Westfalen,Hagen,58091,51.3582945,7.473296
Niedersachsen,Braunschweig,38116,52.2718633,10.4867093
Brandenburg,Schönewalde,6917,51.8142338,13.2279131
Schleswig Holstein,Lütjenburg,24321,54.2961268,10.5952417
Baden Württemberg,Müllheim,79379,47.8272306,7.6731173
Baden Württemberg,Binzen,79589,47.6337284,7.6228808
Sachsen Anhalt,Sandersdorf,6792,51.6283437,12.2635142
Hessen,Alsbach Hähnlein,64665,49.7383506,8.5950049
Sachsen,Dresden,1156,-33.0466998,-71.5754054
Sachsen,Weißwasser/Oberlausitz,2943,51.44078385,14.66772079252219
Niedersachsen,Alfeld Leine,31061,52.0119333,9.789784
Bremen,Bremen,28203,53.0752165,8.8220416
Sachsen,Jöhstadt,9477,50.5142346,13.0900195
Berlin,Berlin,10625,52.5137164,13.3171456
Hamburg,Hamburg,22417,53.6777461,10.037786
Niedersachsen,Hannover,30171,52.3622962,9.7589124
Sachsen Anhalt,Halle Saale,6126,51.5134896,11.955001603538504
Niedersachsen,Delmenhorst,27749,53.0506718,8.6295944
Baden Württemberg,Küssaberg,79790,47.59808615,8.346372029017168
Bayern,Amberg,92224,49.4456206,11.8587074
Sachsen,Mügeln,4769,51.2367231,13.0475671
Bayern,München,81373,48.1248713,11.5438579
Thüringen,Bleicherode,99752,51.5015579,10.5906622
Hessen,Sulzbach Taunus,65843,50.1321292,8.5284711
Schleswig Holstein,Reinbek,21465,53.510838,10.2349666
Nordrhein Westfalen,Sundern Sauerland,59846,51.2945575,7.9871652
Schleswig Holstein,Quickborn,25451,53.7258236,9.9236908
Nordrhein Westfalen,Mönchengladbach,41068,51.1946983,6.4353641
Baden Württemberg,Mannheim,68219,49.4892913,8.4673098
Bayern,Speichersdorf,95469,49.8756469,11.7785935
Sachsen,Dresden,1237,-33.0466998,-71.5754054
Sachsen Anhalt,Coswig Anhalt,6869,51.8803541,12.458638
Nordrhein Westfalen,Frechen,50225,50.9096219,6.8081935
Hessen,Frankfurt am Main,60529,50.0861907,8.6170956
Baden Württemberg,Mannheim,68229,49.4892913,8.4673098
Nordrhein Westfalen,Bochum,44869,51.4479491,7.1690604
Baden Württemberg,Pfinztal,76327,48.9918661,8.5553158
Baden Württemberg,Ühlingen Birkendorf,79777,47.681377,8.3323038
Berlin,Berlin,12163,52.4615039,13.3245089
Sachsen,Schleife,2959,50.9281197,13.3741736
Niedersachsen,Oldenburg Oldenburg,26121,53.1389753,8.2146017
Nordrhein Westfalen,Billerbeck,48727,51.9832222,7.2841682
Baden Württemberg,Heidenheim an der Brenz,89518,48.6767637,10.152923
Niedersachsen,Hude Oldenburg,27798,53.109945,8.4597991
Rheinland Pfalz,Eisenberg Pfalz,67304,49.5589556,8.0732258
Sachsen Anhalt,Halle Saale,6116,51.5134896,11.955001603538504
Baden Württemberg,Karlsruhe,76189,49.0091823,8.3340997
Bayern,Johannesberg,63867,50.0305282,9.140765
Niedersachsen,Cloppenburg,49661,52.8453106,8.0409862
Nordrhein Westfalen,Bielefeld,33719,52.0357553,8.6380511
Baden Württemberg,Heidelberg,69121,49.4295856,8.6906085
Hessen,Niederaula,36272,50.7961213,9.5891659
Nordrhein Westfalen,Bonn,53229,50.7403748,7.1285691
Sachsen,Chemnitz,9228,50.8322608,12.9252977
Baden Württemberg,Bad Bellingen,79415,47.7308736,7.5569211
Bremen,Bremen,28755,53.144869,8.6932343
Hessen,Bruchköbel,63486,50.1802584,8.9280477
Berlin,Berlin,12681,52.5279419,13.5391019
Niedersachsen,Bodenfelde,37194,51.6386902,9.5591773
Rheinland Pfalz,Bad Dürkheim,67098,49.4606262,8.1263967
Schleswig Holstein,Neumünster,25439,47.9652801,11.8265234
Hamburg,Hamburg,22081,53.5752246,10.0461791
Rheinland Pfalz,Wißmannsdorf,54636,49.9878855,6.443323
Nordrhein Westfalen,Castrop Rauxel,44577,51.5321699,7.3474988
Bayern,Erlangen,90562,49.536719963099145,11.15285816697308
Brandenburg,Neuruppin,16816,52.9243859,12.8092919
Bayern,Königsbrunn,86343,48.2684524,10.8771485
Nordrhein Westfalen,Tönisvorst,47918,51.3165459,6.5104912
Bayern,Vöhringen,89269,48.2833039,10.0832982
Niedersachsen,Bomlitz,29699,52.9207291,9.65642526912393
Berlin,Berlin,10715,52.4789654,13.3328879
Nordrhein Westfalen,Harsewinkel,33428,51.9617153,8.2252425
Baden Württemberg,Albstadt,72458,48.233048,8.9991483
Thüringen,Erfurt,99087,51.0210564,11.0260669
Niedersachsen,Varel,26316,53.4093211,8.066245
Sachsen Anhalt,Wernigerode,38855,51.8399141,10.789016
Bayern,Stephanskirchen,83071,47.8558605,12.1616071
Saarland,Merzig,66663,49.4455578,6.6635516
Nordrhein Westfalen,Herzebrock Clarholz,33442,51.8993207,8.2249038
Bremen,Bremen,28219,53.1004085,8.7869897
Bayern,Landau an der Isar,94405,48.6728826,12.6941291
Hessen,Hünfeld,36088,50.65546,9.7764627
Nordrhein Westfalen,Herzogenrath,52134,50.8319571,6.0775489
